Timestamp,Camera id,people Count,Density,Device Status,Crowd Status,Track,FPS
2025-06-10 14:45:05,Camera 0,1,0.0100,OFF,High (0.26),48,128.10
2025-06-10 14:45:05,Camera 0,1,0.0100,OFF,High (0.26),48,142.77
2025-06-10 14:45:05,Camera 0,1,0.0100,OFF,High (0.26),48,109.21
2025-06-10 14:45:05,Camera 0,1,0.0100,OFF,High (0.26),48,134.10
2025-06-10 14:45:05,Camera 0,1,0.0100,OFF,High (0.26),48,155.15
2025-06-10 14:45:06,Camera 0,1,0.0100,OFF,High (0.26),48,150.13
2025-06-10 14:45:06,Camera 0,1,0.0100,OFF,High (0.26),48,118.41
2025-06-10 14:45:06,Camera 0,1,0.0100,OFF,High (0.26),48,160.19
2025-06-10 14:45:06,Camera 0,1,0.0100,OFF,High (0.26),48,141.36
2025-06-10 14:45:06,Camera 0,1,0.0100,OFF,High (0.26),48,142.16
2025-06-10 14:45:07,Camera 0,1,0.0100,OFF,High (0.26),48,176.34
2025-06-10 14:45:07,Camera 0,1,0.0100,OFF,High (0.26),48,153.20
2025-06-10 14:45:07,Camera 0,1,0.0100,OFF,High (0.26),48,281.85
2025-06-10 14:45:07,Camera 0,1,0.0100,OFF,High (0.26),48,139.90
2025-06-10 14:45:07,Camera 0,1,0.0100,OFF,High (0.26),48,161.68
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,148.52
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,131.45
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,135.57
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,115.34
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,137.95
2025-06-10 14:45:08,Camera 0,1,0.0100,OFF,High (0.26),48,129.06
2025-06-10 14:45:09,Camera 0,1,0.0100,OFF,High (0.26),48,136.93
2025-06-10 14:45:09,Camera 0,1,0.0100,OFF,High (0.26),48,145.92
2025-06-10 14:45:09,Camera 0,1,0.0100,OFF,High (0.26),48,117.18
2025-06-10 14:45:09,Camera 0,1,0.0100,OFF,High (0.26),48,156.60
2025-06-10 14:45:09,Camera 0,1,0.0100,OFF,High (0.26),48,112.64
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,148.87
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,174.38
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,171.13
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,139.83
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,148.55
2025-06-10 14:45:10,Camera 0,1,0.0100,OFF,High (0.26),48,133.31
2025-06-10 14:45:11,Camera 0,1,0.0100,OFF,High (0.26),48,139.74
2025-06-10 14:45:11,Camera 0,1,0.0100,OFF,High (0.26),48,159.91
2025-06-10 14:45:11,Camera 0,1,0.0100,OFF,High (0.26),48,118.67
2025-06-10 14:45:11,Camera 0,1,0.0100,OFF,High (0.26),48,125.19
2025-06-10 14:45:11,Camera 0,1,0.0100,OFF,High (0.26),48,123.23
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,133.31
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,136.45
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,133.84
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,150.62
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,150.44
2025-06-10 14:45:12,Camera 0,1,0.0100,OFF,High (0.26),48,192.10
2025-06-10 14:45:13,Camera 0,1,0.0100,OFF,High (0.26),48,162.82
2025-06-10 14:45:13,Camera 0,1,0.0100,OFF,High (0.26),48,153.92
2025-06-10 14:45:13,Camera 0,1,0.0100,OFF,High (0.26),48,144.20
2025-06-10 14:45:13,Camera 0,1,0.0100,OFF,High (0.26),48,130.09
2025-06-10 14:45:13,Camera 0,1,0.0100,OFF,High (0.26),48,129.87
2025-06-10 14:45:14,Camera 0,1,0.0100,OFF,High (0.26),48,135.25
2025-06-10 14:45:14,Camera 0,1,0.0100,OFF,High (0.26),48,125.95
2025-06-10 14:45:14,Camera 0,1,0.0100,OFF,High (0.26),48,353.47
2025-06-10 14:45:14,Camera 0,1,0.0100,OFF,High (0.26),48,160.87
2025-06-10 14:45:14,Camera 0,1,0.0100,OFF,High (0.26),48,132.16
2025-06-10 14:45:15,Camera 0,1,0.0100,OFF,High (0.26),48,199.14
2025-06-10 14:45:15,Camera 0,1,0.0100,OFF,High (0.26),48,263.03
2025-06-10 14:45:15,Camera 0,1,0.0100,OFF,High (0.26),48,178.15
2025-06-10 14:45:15,Camera 0,1,0.0100,OFF,High (0.26),48,173.87
2025-06-10 14:45:16,Camera 0,1,0.0100,OFF,High (0.26),48,139.81
2025-06-10 14:45:16,Camera 0,1,0.0100,OFF,High (0.26),48,300.55
2025-06-10 14:45:16,Camera 0,1,0.0100,OFF,High (0.26),48,198.56
2025-06-10 14:45:16,Camera 0,1,0.0100,OFF,High (0.26),48,155.78
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,100.87
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,151.24
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,142.01
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,101.39
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,164.95
2025-06-10 14:45:17,Camera 0,1,0.0100,OFF,High (0.26),48,179.31
2025-06-10 14:45:18,Camera 0,1,0.0100,OFF,High (0.26),48,170.66
2025-06-10 14:45:18,Camera 0,1,0.0100,OFF,High (0.26),48,117.20
2025-06-10 14:45:18,Camera 0,1,0.0100,OFF,High (0.26),48,139.33
2025-06-10 14:45:18,Camera 0,1,0.0100,OFF,High (0.26),48,135.75
2025-06-10 14:45:18,Camera 0,1,0.0100,OFF,High (0.26),48,159.72
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,176.66
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,143.71
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,128.11
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,112.93
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,140.74
2025-06-10 14:45:19,Camera 0,1,0.0100,OFF,High (0.26),48,137.85
2025-06-10 14:45:20,Camera 0,1,0.0100,OFF,High (0.26),48,156.79
2025-06-10 14:45:20,Camera 0,1,0.0100,OFF,High (0.26),48,207.08
2025-06-10 14:45:20,Camera 0,1,0.0100,OFF,High (0.26),48,222.69
2025-06-10 14:45:20,Camera 0,1,0.0100,OFF,High (0.26),48,172.96
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,145.14
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,117.59
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,133.58
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,125.28
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,138.81
2025-06-10 14:45:21,Camera 0,1,0.0100,OFF,High (0.26),48,138.70
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,136.29
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,160.62
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,116.92
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,128.07
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,116.37
2025-06-10 14:45:22,Camera 0,1,0.0100,OFF,High (0.26),48,117.83
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,154.16
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,128.44
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,213.56
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,154.60
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,104.47
2025-06-10 14:45:23,Camera 0,1,0.0100,OFF,High (0.26),48,133.24
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,136.07
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,127.75
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,135.88
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,125.20
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,125.24
2025-06-10 14:45:24,Camera 0,1,0.0100,OFF,High (0.26),48,136.33
2025-06-10 14:45:25,Camera 0,1,0.0100,OFF,High (0.26),48,100.35
2025-06-10 14:45:25,Camera 0,1,0.0100,OFF,High (0.26),48,120.29
2025-06-10 14:45:25,Camera 0,1,0.0100,OFF,High (0.26),48,129.60
2025-06-10 14:45:25,Camera 0,1,0.0100,OFF,High (0.26),48,150.90
2025-06-10 14:45:25,Camera 0,1,0.0100,OFF,High (0.26),48,137.12
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,146.62
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,161.07
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,118.05
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,132.04
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,130.43
2025-06-10 14:45:26,Camera 0,1,0.0100,OFF,High (0.26),48,126.46
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,128.63
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,129.62
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,133.23
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,132.37
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,128.53
2025-06-10 14:45:27,Camera 0,1,0.0100,OFF,High (0.26),48,129.98
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,139.69
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,168.41
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,169.33
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,152.21
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,136.00
2025-06-10 14:45:28,Camera 0,1,0.0100,OFF,High (0.26),48,148.33
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,108.60
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,139.58
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,135.15
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,111.37
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,141.12
2025-06-10 14:45:29,Camera 0,1,0.0100,OFF,High (0.26),48,135.10
2025-06-10 14:45:30,Camera 0,1,0.0100,OFF,High (0.26),48,117.54
2025-06-10 14:45:30,Camera 0,1,0.0100,OFF,High (0.26),48,168.56
2025-06-10 14:45:30,Camera 0,1,0.0100,OFF,High (0.26),48,172.05
2025-06-10 14:45:30,Camera 0,1,0.0100,OFF,High (0.26),48,201.14
2025-06-10 14:45:30,Camera 0,1,0.0100,OFF,High (0.26),48,137.39
2025-06-10 14:45:31,Camera 0,1,0.0100,OFF,High (0.26),48,184.96
2025-06-10 14:45:31,Camera 0,1,0.0100,OFF,High (0.26),48,136.22
2025-06-10 14:45:31,Camera 0,1,0.0100,OFF,High (0.26),48,118.88
2025-06-10 14:45:31,Camera 0,1,0.0100,OFF,High (0.26),48,146.74
2025-06-10 14:45:31,Camera 0,1,0.0100,OFF,High (0.26),48,115.42
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,142.48
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,103.88
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,139.45
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,132.87
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,127.50
2025-06-10 14:45:32,Camera 0,1,0.0100,OFF,High (0.26),48,144.79
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,145.35
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,133.88
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,137.68
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,147.63
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,133.42
2025-06-10 14:45:33,Camera 0,1,0.0100,OFF,High (0.26),48,139.40
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,133.42
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,151.85
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,134.03
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,119.53
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,129.79
2025-06-10 14:45:34,Camera 0,1,0.0100,OFF,High (0.26),48,155.16
2025-06-10 14:45:35,Camera 0,1,0.0100,OFF,High (0.26),48,423.40
2025-06-10 14:45:35,Camera 0,1,0.0100,OFF,High (0.26),48,212.40
2025-06-10 14:45:35,Camera 0,1,0.0100,OFF,High (0.26),48,136.41
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,107.72
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,147.06
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,113.40
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,174.77
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,123.29
2025-06-10 14:45:36,Camera 0,1,0.0100,OFF,High (0.26),48,139.05
2025-06-10 14:45:37,Camera 0,1,0.0100,OFF,High (0.26),48,171.72
2025-06-10 14:45:37,Camera 0,1,0.0100,OFF,High (0.26),48,180.67
2025-06-10 14:45:37,Camera 0,1,0.0100,OFF,High (0.26),48,146.56
2025-06-10 14:45:37,Camera 0,1,0.0100,OFF,High (0.26),48,152.10
2025-06-10 14:45:37,Camera 0,1,0.0100,OFF,High (0.26),48,133.11
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,159.72
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,105.49
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,138.97
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,119.70
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,152.27
2025-06-10 14:45:38,Camera 0,1,0.0100,OFF,High (0.26),48,128.42
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,139.38
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,177.19
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,161.51
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,142.80
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,115.38
2025-06-10 14:45:39,Camera 0,1,0.0100,OFF,High (0.26),48,129.98
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,128.76
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,134.67
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,130.51
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,115.41
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,144.63
2025-06-10 14:45:40,Camera 0,1,0.0100,OFF,High (0.26),48,127.75
2025-06-10 14:45:41,Camera 0,1,0.0100,OFF,High (0.26),48,133.39
2025-06-10 14:45:41,Camera 0,1,0.0100,OFF,High (0.26),48,161.26
2025-06-10 14:45:41,Camera 0,1,0.0100,OFF,High (0.26),48,143.51
2025-06-10 14:45:41,Camera 0,1,0.0100,OFF,High (0.26),48,158.91
2025-06-10 14:45:41,Camera 0,1,0.0100,OFF,High (0.26),48,145.78
2025-06-10 14:45:42,Camera 0,1,0.0100,OFF,High (0.26),48,286.08
2025-06-10 14:45:42,Camera 0,1,0.0100,OFF,High (0.26),48,205.83
2025-06-10 14:45:42,Camera 0,1,0.0100,OFF,High (0.26),48,177.66
2025-06-10 14:45:42,Camera 0,1,0.0100,OFF,High (0.26),48,149.85
2025-06-10 14:45:43,Camera 0,1,0.0100,OFF,High (0.26),48,154.78
2025-06-10 14:45:43,Camera 0,1,0.0100,OFF,High (0.26),48,153.11
2025-06-10 14:45:43,Camera 0,1,0.0100,OFF,High (0.26),48,146.34
2025-06-10 14:45:43,Camera 0,1,0.0100,OFF,High (0.26),48,158.91
2025-06-10 14:45:43,Camera 0,1,0.0100,OFF,High (0.26),48,167.42
2025-06-10 14:45:44,Camera 0,1,0.0100,OFF,High (0.26),48,139.34
2025-06-10 14:45:44,Camera 0,1,0.0100,OFF,High (0.26),48,134.72
2025-06-10 14:45:44,Camera 0,1,0.0100,OFF,High (0.26),48,124.53
2025-06-10 14:45:44,Camera 0,1,0.0100,OFF,High (0.26),48,141.75
2025-06-10 14:45:44,Camera 0,1,0.0100,OFF,High (0.26),48,382.97
2025-06-10 14:45:45,Camera 0,1,0.0100,OFF,High (0.26),48,248.12
2025-06-10 14:45:45,Camera 0,1,0.0100,OFF,High (0.26),48,206.05
2025-06-10 14:45:45,Camera 0,1,0.0100,OFF,High (0.26),48,132.12
2025-06-10 14:45:45,Camera 0,1,0.0100,OFF,High (0.26),48,138.14
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,137.87
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,151.92
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,148.48
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,128.32
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,131.93
2025-06-10 14:45:46,Camera 0,1,0.0100,OFF,High (0.26),48,141.52
2025-06-10 14:45:47,Camera 0,1,0.0100,OFF,High (0.26),48,156.34
2025-06-10 14:45:47,Camera 0,1,0.0100,OFF,High (0.26),48,240.75
2025-06-10 14:45:47,Camera 0,1,0.0100,OFF,High (0.26),48,196.83
2025-06-10 14:45:47,Camera 0,1,0.0100,OFF,High (0.26),48,163.90
2025-06-10 14:45:47,Camera 0,1,0.0100,OFF,High (0.26),48,140.70
2025-06-10 14:45:48,Camera 0,1,0.0100,OFF,High (0.26),48,149.28
2025-06-10 14:45:48,Camera 0,1,0.0100,OFF,High (0.26),48,170.96
2025-06-10 14:45:48,Camera 0,1,0.0100,OFF,High (0.26),48,129.58
2025-06-10 14:45:48,Camera 0,1,0.0100,OFF,High (0.26),48,195.61
2025-06-10 14:45:49,Camera 0,1,0.0100,OFF,High (0.26),48,249.88
2025-06-10 14:45:49,Camera 0,2,0.0200,OFF,High (0.26),"48,81",237.89
2025-06-10 14:45:49,Camera 0,2,0.0200,OFF,High (0.26),"48,81",159.48
2025-06-10 14:45:49,Camera 0,2,0.0200,OFF,High (0.26),"48,81",156.25
2025-06-10 14:45:49,Camera 0,2,0.0200,OFF,High (0.26),"48,81",165.82
2025-06-10 14:45:50,Camera 0,2,0.0200,OFF,High (0.26),"48,81",166.69
2025-06-10 14:45:50,Camera 0,2,0.0200,OFF,High (0.26),"48,81",198.80
2025-06-10 14:45:50,Camera 0,2,0.0200,OFF,High (0.26),"48,81",303.10
2025-06-10 14:45:50,Camera 0,2,0.0200,OFF,High (0.26),"48,81",189.38
2025-06-10 14:45:51,Camera 0,2,0.0200,OFF,High (0.26),"48,81",132.56
2025-06-10 14:45:51,Camera 0,2,0.0200,OFF,High (0.26),"48,81",324.06
2025-06-10 14:45:51,Camera 0,2,0.0200,OFF,High (0.26),"48,81",163.07
2025-06-10 14:45:51,Camera 0,2,0.0200,OFF,High (0.26),"48,81",147.91
2025-06-10 14:45:52,Camera 0,2,0.0200,OFF,High (0.26),"48,81",173.26
2025-06-10 14:45:57,Camera 0,2,0.0200,OFF,Medium (0.27),"48,81",244.76
2025-06-10 14:45:57,Camera 0,2,0.0200,OFF,High (0.26),"48,81",216.99
2025-06-10 14:45:57,Camera 0,2,0.0200,OFF,High (0.26),"48,81",147.92
2025-06-10 14:45:57,Camera 0,2,0.0200,OFF,High (0.26),"48,81",135.80
2025-06-10 14:45:57,Camera 0,2,0.0200,OFF,High (0.26),"48,81",113.63
2025-06-10 14:45:58,Camera 0,2,0.0200,OFF,High (0.26),"48,81",137.82
2025-06-10 14:45:58,Camera 0,2,0.0200,OFF,High (0.26),"48,81",265.59
2025-06-10 14:45:58,Camera 0,2,0.0200,OFF,High (0.26),"48,81",166.44
2025-06-10 14:45:58,Camera 0,2,0.0200,OFF,High (0.26),"48,81",120.34
2025-06-10 14:45:58,Camera 0,2,0.0200,OFF,High (0.26),"48,81",138.30
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",155.16
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",142.42
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",125.04
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",122.87
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",122.95
2025-06-10 14:45:59,Camera 0,2,0.0200,OFF,High (0.26),"48,81",176.07
2025-06-10 14:46:00,Camera 0,2,0.0200,OFF,High (0.26),"48,81",141.11
2025-06-10 14:46:00,Camera 0,2,0.0200,OFF,High (0.26),"48,81",144.93
2025-06-10 14:46:00,Camera 0,2,0.0200,OFF,High (0.26),"48,81",130.36
2025-06-10 14:46:00,Camera 0,2,0.0200,OFF,High (0.26),"48,81",116.73
2025-06-10 14:46:00,Camera 0,2,0.0200,OFF,High (0.26),"48,81",175.99
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",165.82
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",131.49
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",113.31
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",148.20
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",102.38
2025-06-10 14:46:01,Camera 0,2,0.0200,OFF,High (0.26),"48,81",148.56
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",114.24
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",153.67
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",123.06
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",111.93
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",145.80
2025-06-10 14:46:02,Camera 0,2,0.0200,OFF,High (0.26),"48,81",184.87
2025-06-10 14:46:03,Camera 0,2,0.0200,OFF,High (0.26),"48,81",219.56
2025-06-10 14:46:03,Camera 0,2,0.0200,OFF,High (0.26),"48,81",129.81
2025-06-10 14:46:03,Camera 0,2,0.0200,OFF,High (0.26),"48,81",184.04
2025-06-10 14:46:03,Camera 0,2,0.0200,OFF,High (0.26),"48,81",179.43
2025-06-10 14:46:03,Camera 0,2,0.0200,OFF,High (0.26),"48,81",140.38
2025-06-10 14:46:04,Camera 0,1,0.0100,OFF,High (0.26),48,126.03
2025-06-10 14:46:04,Camera 0,1,0.0100,OFF,High (0.26),48,161.41
2025-06-10 14:46:04,Camera 0,1,0.0100,OFF,High (0.26),48,138.39
2025-06-10 14:46:04,Camera 0,1,0.0100,OFF,High (0.26),48,114.15
2025-06-10 14:46:04,Camera 0,1,0.0100,OFF,High (0.26),48,156.13
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,150.89
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,133.02
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,138.83
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,113.92
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,132.30
2025-06-10 14:46:05,Camera 0,1,0.0100,OFF,High (0.26),48,140.46
2025-06-10 14:46:06,Camera 0,1,0.0100,OFF,High (0.26),48,151.93
2025-06-10 14:46:06,Camera 0,1,0.0100,OFF,High (0.26),48,146.06
2025-06-10 14:46:06,Camera 0,1,0.0100,OFF,High (0.26),48,174.06
2025-06-10 14:46:06,Camera 0,1,0.0100,OFF,High (0.26),48,148.63
2025-06-10 14:46:06,Camera 0,1,0.0100,OFF,High (0.26),48,241.54
2025-06-10 14:46:07,Camera 0,1,0.0100,OFF,High (0.26),48,183.72
2025-06-10 14:46:07,Camera 0,1,0.0100,OFF,High (0.26),48,138.26
2025-06-10 14:46:07,Camera 0,1,0.0100,OFF,High (0.26),48,160.43
2025-06-10 14:46:07,Camera 0,1,0.0100,OFF,High (0.26),48,150.65
2025-06-10 14:46:07,Camera 0,1,0.0100,OFF,High (0.26),48,113.76
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,136.35
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,138.42
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,134.75
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,112.51
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,132.70
2025-06-10 14:46:08,Camera 0,1,0.0100,OFF,High (0.26),48,131.56
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,110.89
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,147.38
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,120.73
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,154.24
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,141.05
2025-06-10 14:46:09,Camera 0,1,0.0100,OFF,High (0.26),48,141.88
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,125.69
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,119.76
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,130.45
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,184.49
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,142.50
2025-06-10 14:46:10,Camera 0,1,0.0100,OFF,High (0.26),48,147.40
2025-06-10 14:46:11,Camera 0,1,0.0100,OFF,High (0.26),48,140.25
2025-06-10 14:46:11,Camera 0,1,0.0100,OFF,High (0.26),48,138.05
2025-06-10 14:46:11,Camera 0,1,0.0100,OFF,High (0.26),48,166.62
2025-06-10 14:46:11,Camera 0,1,0.0100,OFF,High (0.26),48,114.53
